id,cliente_id,producto_id,cantidad,fecha,importe,estado
181,182,182,2,2024-06-21,141.51,completado
182,183,183,3,2024-06-28,427.34,completado
183,184,184,4,2024-07-05,417.06,completado
184,185,185,5,2024-07-12,52.46,completado
185,186,186,1,2024-07-19,442.0,completado
186,187,187,2,2024-07-26,129.49,completado
187,188,188,3,2024-08-02,237.71,cancelado
188,189,189,4,2024-08-09,309.06,cancelado
189,190,190,5,2024-08-16,195.7,devuelto
190,191,191,1,2024-08-23,24.06,completado
191,192,192,2,2024-08-30,426.97,completado
192,193,193,3,2024-09-06,99.1,completado
193,194,194,4,2024-09-13,113.94,completado
194,195,195,5,2024-09-20,400.94,completado
195,196,196,1,2024-09-27,176.77,completado
196,197,197,2,2024-10-04,441.36,completado
197,198,198,3,2024-10-11,353.58,cancelado
198,199,199,4,2024-10-18,145.37,cancelado
199,200,200,5,2024-10-25,14.97,devuelto
200,201,1,1,2024-11-01,474.55,completado
201,202,2,2,2024-11-08,51.95,completado
202,203,3,3,2024-11-15,362.84,completado
203,204,4,4,2024-11-22,249.4,completado
204,205,5,5,2024-11-29,381.5,completado
205,206,6,1,2024-12-06,348.4,completado
206,207,7,2,2024-12-13,326.49,completado
207,208,8,3,2024-12-20,250.5,cancelado
208,209,9,4,2024-12-27,398.54,cancelado
209,210,10,5,2023-01-04,55.6,devuelto
210,211,11,1,2023-01-11,118.58,completado
211,212,12,2,2023-01-18,348.98,completado
212,213,13,3,2023-01-25,160.04,completado
213,214,14,4,2023-02-01,294.96,completado
214,215,15,5,2023-02-08,241.9,completado
215,216,16,1,2023-02-15,270.15,completado
216,217,17,2,2023-02-22,218.5,completado
217,218,18,3,2023-03-01,375.51,cancelado
218,219,19,4,2023-03-08,172.09,cancelado
219,220,20,5,2023-03-15,354.4,devuelto
220,221,21,1,2023-03-22,142.75,completado
221,222,22,2,2023-03-29,133.19,completado
222,223,23,3,2023-04-05,69.12,completado
223,224,24,4,2023-04-12,104.37,completado
224,225,25,5,2023-04-19,68.58,completado
225,226,26,1,2023-04-26,272.57,completado
226,227,27,2,2023-05-03,383.47,completado
227,228,28,3,2023-05-10,100.72,cancelado
228,229,29,4,2023-05-17,116.03,cancelado
229,230,30,5,2023-05-24,247.26,devuelto
230,231,31,1,2023-05-31,365.05,completado
231,232,32,2,2023-06-07,488.54,completado
232,233,33,3,2023-06-14,267.07,completado
233,234,34,4,2023-06-21,148.67,completado
234,235,35,5,2023-06-28,59.26,completado
235,236,36,1,2023-07-05,105.12,completado
236,237,37,2,2023-07-12,121.47,completado
237,238,38,3,2023-07-19,97.93,cancelado
238,239,39,4,2023-07-26,16.93,cancelado
239,240,40,5,2023-08-02,271.73,devuelto
240,241,41,1,2023-08-09,144.41,completado
241,242,42,2,2023-08-16,487.4,completado
242,243,43,3,2023-08-23,281.15,completado
243,244,44,4,2023-08-30,351.73,completado
244,245,45,5,2023-09-06,71.88,completado
245,246,46,1,2023-09-13,435.55,completado
246,247,47,2,2023-09-20,250.53,completado
247,248,48,3,2023-09-27,437.63,cancelado
248,249,49,4,2023-10-04,291.29,cancelado
249,250,50,5,2023-10-11,240.0,devuelto
250,251,51,1,2023-10-18,225.83,completado
251,252,52,2,2023-10-25,100.34,completado
252,253,53,3,2023-11-01,35.17,completado
253,254,54,4,2023-11-08,471.12,completado
254,255,55,5,2023-11-15,244.09,completado
255,256,56,1,2023-11-22,412.84,completado
256,257,57,2,2023-11-29,206.35,completado
257,258,58,3,2023-12-06,46.3,cancelado
258,259,59,4,2023-12-13,318.43,cancelado
259,260,60,5,2023-12-20,36.27,devuelto
260,261,61,1,2023-12-27,83.11,completado
261,262,62,2,2024-01-03,285.79,completado
262,263,63,3,2024-01-10,158.88,completado
263,264,64,4,2024-01-17,497.02,completado
264,265,65,5,2024-01-24,68.04,completado
265,266,66,1,2024-01-31,384.58,completado
266,267,67,2,2024-02-07,307.1,completado
267,268,68,3,2024-02-14,397.46,cancelado
268,269,69,4,2024-02-21,120.59,cancelado
269,270,70,5,2024-02-28,266.06,devuelto
270,271,71,1,2024-03-06,230.75,completado
271,272,72,2,2024-03-13,226.93,completado
272,273,73,3,2024-03-20,431.48,completado
273,274,74,4,2024-03-27,495.12,completado
274,275,75,5,2024-04-03,159.64,completado
275,276,76,1,2024-04-10,314.3,completado
276,277,77,2,2024-04-17,308.72,completado
277,278,78,3,2024-04-24,372.64,cancelado
278,279,79,4,2024-05-01,474.32,cancelado
279,280,80,5,2024-05-08,111.82,devuelto
280,281,81,1,2024-05-15,113.4,completado
281,282,82,2,2024-05-22,333.61,completado
282,283,83,3,2024-05-29,86.96,completado
283,284,84,4,2024-06-05,95.17,completado
284,285,85,5,2024-06-12,46.78,completado
285,286,86,1,2024-06-19,11.31,completado
286,287,87,2,2024-06-26,230.75,completado
287,288,88,3,2024-07-03,300.97,cancelado
288,289,89,4,2024-07-10,152.72,cancelado
289,290,90,5,2024-07-17,123.42,devuelto
290,291,91,1,2024-07-24,356.41,completado
291,292,92,2,2024-07-31,354.46,completado
292,293,93,3,2024-08-07,232.48,completado
293,294,94,4,2024-08-14,346.82,completado
294,295,95,5,2024-08-21,462.72,completado
295,296,96,1,2024-08-28,396.04,completado
296,297,97,2,2024-09-04,316.28,completado
297,298,98,3,2024-09-11,333.98,cancelado
298,299,99,4,2024-09-18,467.5,cancelado
299,300,100,5,2024-09-25,218.32,devuelto
300,301,101,1,2024-10-02,276.84,completado
301,302,102,2,2024-10-09,327.34,completado
302,303,103,3,2024-10-16,455.12,completado
303,304,104,4,2024-10-23,415.05,completado
304,305,105,5,2024-10-30,44.99,completado
305,306,106,1,2024-11-06,91.3,completado
306,307,107,2,2024-11-13,160.73,completado
307,308,108,3,2024-11-20,376.99,cancelado
308,309,109,4,2024-11-27,288.91,cancelado
309,310,110,5,2024-12-04,151.42,devuelto
310,311,111,1,2024-12-11,70.93,completado
311,312,112,2,2024-12-18,347.45,completado
312,313,113,3,2024-12-25,352.87,completado
313,314,114,4,2023-01-02,471.91,completado
314,315,115,5,2023-01-09,255.23,completado
315,316,116,1,2023-01-16,251.96,completado
316,317,117,2,2023-01-23,49.42,completado
317,318,118,3,2023-01-30,29.53,cancelado
318,319,119,4,2023-02-06,221.69,cancelado
319,320,120,5,2023-02-13,167.94,devuelto
320,321,121,1,2023-02-20,132.68,completado
321,322,122,2,2023-02-27,54.75,completado
322,323,123,3,2023-03-06,481.34,completado
323,324,124,4,2023-03-13,419.62,completado
324,325,125,5,2023-03-20,291.85,completado
325,326,126,1,2023-03-27,475.89,completado
326,327,127,2,2023-04-03,499.79,completado
327,328,128,3,2023-04-10,339.42,cancelado
328,329,129,4,2023-04-17,142.06,cancelado
329,330,130,5,2023-04-24,29.71,devuelto
330,331,131,1,2023-05-01,380.57,completado
331,332,132,2,2023-05-08,240.55,completado
332,333,133,3,2023-05-15,329.24,completado
333,334,134,4,2023-05-22,458.88,completado
334,335,135,5,2023-05-29,98.93,completado
335,336,136,1,2023-06-05,296.81,completado
336,337,137,2,2023-06-12,321.04,completado
337,338,138,3,2023-06-19,250.95,cancelado
338,339,139,4,2023-06-26,54.71,cancelado
339,340,140,5,2023-07-03,180.5,devuelto
340,341,141,1,2023-07-10,173.32,completado
341,342,142,2,2023-07-17,338.37,completado
342,343,143,3,2023-07-24,430.29,completado
343,344,144,4,2023-07-31,171.6,completado
344,345,145,5,2023-08-07,349.9,completado
345,346,146,1,2023-08-14,151.23,completado
346,347,147,2,2023-08-21,473.14,completado
347,348,148,3,2023-08-28,408.65,cancelado
348,349,149,4,2023-09-04,279.55,cancelado
349,350,150,5,2023-09-11,232.86,devuelto
350,351,151,1,2023-09-18,164.11,completado
351,352,152,2,2023-09-25,168.4,completado
352,353,153,3,2023-10-02,485.39,completado
353,354,154,4,2023-10-09,208.05,completado
354,355,155,5,2023-10-16,262.15,completado
355,356,156,1,2023-10-23,494.18,completado
356,357,157,2,2023-10-30,332.25,completado
357,358,158,3,2023-11-06,275.87,cancelado
358,359,159,4,2023-11-13,212.49,cancelado
359,360,160,5,2023-11-20,101.92,devuelto
360,361,161,1,2023-11-27,187.27,completado
361,362,162,2,2023-12-04,380.66,completado
362,363,163,3,2023-12-11,316.45,completado
363,364,164,4,2023-12-18,382.4,completado
364,365,165,5,2023-12-25,109.74,completado
365,366,166,1,2024-01-01,279.12,completado
366,367,167,2,2024-01-08,464.56,completado
367,368,168,3,2024-01-15,224.68,cancelado
368,369,169,4,2024-01-22,352.14,cancelado
369,370,170,5,2024-01-29,69.5,devuelto
370,371,171,1,2024-02-05,486.84,completado
371,372,172,2,2024-02-12,308.35,completado
372,373,173,3,2024-02-19,127.26,completado
373,374,174,4,2024-02-26,87.61,completado
374,375,175,5,2024-03-04,279.91,completado
375,376,176,1,2024-03-11,280.6,completado
376,377,177,2,2024-03-18,55.67,completado
377,378,178,3,2024-03-25,496.21,cancelado
378,379,179,4,2024-04-01,457.34,cancelado
379,380,180,5,2024-04-08,236.11,devuelto
380,381,181,1,2024-04-15,67.56,completado
381,382,182,2,2024-04-22,417.75,completado
382,383,183,3,2024-04-29,254.2,completado
383,384,184,4,2024-05-06,361.14,completado
384,385,185,5,2024-05-13,259.35,completado
385,386,186,1,2024-05-20,143.98,completado
386,387,187,2,2024-05-27,419.01,completado
387,388,188,3,2024-06-03,490.32,cancelado
388,389,189,4,2024-06-10,129.43,cancelado
389,390,190,5,2024-06-17,280.12,devuelto
390,391,191,1,2024-06-24,197.96,completado
391,392,192,2,2024-07-01,461.72,completado
392,393,193,3,2024-07-08,259.04,completado
393,394,194,4,2024-07-15,440.87,completado
394,395,195,5,2024-07-22,433.37,completado
395,396,196,1,2024-07-29,145.36,completado
396,397,197,2,2024-08-05,397.1,completado
397,398,198,3,2024-08-12,213.32,cancelado
398,399,199,4,2024-08-19,467.78,cancelado
399,400,200,5,2024-08-26,258.79,devuelto
400,401,1,1,2024-09-02,412.07,completado
401,402,2,2,2024-09-09,148.59,completado
402,403,3,3,2024-09-16,156.29,completado
403,404,4,4,2024-09-23,297.6,completado
404,405,5,5,2024-09-30,499.46,completado
405,406,6,1,2024-10-07,249.92,completado
406,407,7,2,2024-10-14,82.81,completado
407,408,8,3,2024-10-21,273.9,cancelado
408,409,9,4,2024-10-28,179.11,cancelado
409,410,10,5,2024-11-04,280.44,devuelto
410,411,11,1,2024-11-11,276.28,completado
411,412,12,2,2024-11-18,233.12,completado
412,413,13,3,2024-11-25,167.67,completado
413,414,14,4,2024-12-02,102.44,completado
414,415,15,5,2024-12-09,351.77,completado
415,416,16,1,2024-12-16,290.18,completado
416,417,17,2,2024-12-23,124.45,completado
417,418,18,3,2024-12-30,390.02,cancelado
418,419,19,4,2023-01-07,31.39,cancelado
419,420,20,5,2023-01-14,374.91,devuelto
420,421,21,1,2023-01-21,355.56,completado
421,422,22,2,2023-01-28,407.59,completado
422,423,23,3,2023-02-04,199.18,completado
423,424,24,4,2023-02-11,335.21,completado
424,425,25,5,2023-02-18,412.17,completado
425,426,26,1,2023-02-25,490.6,completado
426,427,27,2,2023-03-04,252.71,completado
427,428,28,3,2023-03-11,28.14,cancelado
428,429,29,4,2023-03-18,256.12,cancelado
429,430,30,5,2023-03-25,299.19,devuelto
430,431,31,1,2023-04-01,436.15,completado
431,432,32,2,2023-04-08,438.35,completado
432,433,33,3,2023-04-15,225.75,completado
433,434,34,4,2023-04-22,267.72,completado
434,435,35,5,2023-04-29,233.89,completado
435,436,36,1,2023-05-06,364.0,completado
436,437,37,2,2023-05-13,210.89,completado
437,438,38,3,2023-05-20,330.84,cancelado
438,439,39,4,2023-05-27,85.64,cancelado
439,440,40,5,2023-06-03,240.05,devuelto
440,441,41,1,2023-06-10,484.91,completado
441,442,42,2,2023-06-17,175.9,completado
442,443,43,3,2023-06-24,349.43,completado
443,444,44,4,2023-07-01,328.42,completado
444,445,45,5,2023-07-08,427.36,completado
445,446,46,1,2023-07-15,427.65,completado
446,447,47,2,2023-07-22,431.08,completado
447,448,48,3,2023-07-29,196.2,cancelado
448,449,49,4,2023-08-05,165.16,cancelado
449,450,50,5,2023-08-12,362.17,devuelto
450,451,51,1,2023-08-19,382.11,completado
451,452,52,2,2023-08-26,437.47,completado
452,453,53,3,2023-09-02,27.59,completado
453,454,54,4,2023-09-09,43.53,completado
454,455,55,5,2023-09-16,319.27,completado
455,456,56,1,2023-09-23,461.26,completado
456,457,57,2,2023-09-30,498.74,completado
457,458,58,3,2023-10-07,375.92,cancelado
458,459,59,4,2023-10-14,222.65,cancelado
459,460,60,5,2023-10-21,58.24,devuelto
460,461,61,1,2023-10-28,320.54,completado
461,462,62,2,2023-11-04,437.56,completado
462,463,63,3,2023-11-11,227.4,completado
463,464,64,4,2023-11-18,350.06,completado
464,465,65,5,2023-11-25,452.68,completado
465,466,66,1,2023-12-02,32.54,completado
466,467,67,2,2023-12-09,400.11,completado
467,468,68,3,2023-12-16,153.75,cancelado
468,469,69,4,2023-12-23,193.67,cancelado
469,470,70,5,2023-12-30,81.33,devuelto
470,471,71,1,2024-01-06,270.27,completado
471,472,72,2,2024-01-13,287.3,completado
472,473,73,3,2024-01-20,398.33,completado
473,474,74,4,2024-01-27,93.29,completado
474,475,75,5,2024-02-03,48.69,completado
475,476,76,1,2024-02-10,436.71,completado
476,477,77,2,2024-02-17,313.66,completado
477,478,78,3,2024-02-24,128.01,cancelado
478,479,79,4,2024-03-02,457.29,cancelado
479,480,80,5,2024-03-09,80.13,devuelto
480,481,81,1,2024-03-16,235.96,completado
481,482,82,2,2024-03-23,134.45,completado
482,483,83,3,2024-03-30,135.11,completado
483,484,84,4,2024-04-06,14.6,completado
484,485,85,5,2024-04-13,404.27,completado
485,486,86,1,2024-04-20,451.59,completado
486,487,87,2,2024-04-27,342.03,completado
487,488,88,3,2024-05-04,87.41,cancelado
488,489,89,4,2024-05-11,226.45,cancelado
489,490,90,5,2024-05-18,179.33,devuelto
490,491,91,1,2024-05-25,297.91,completado
491,492,92,2,2024-06-01,323.08,completado
492,493,93,3,2024-06-08,217.91,completado
493,494,94,4,2024-06-15,132.55,completado
494,495,95,5,2024-06-22,424.2,completado
495,496,96,1,2024-06-29,107.62,completado
496,497,97,2,2024-07-06,198.5,completado
497,498,98,3,2024-07-13,246.77,cancelado
498,499,99,4,2024-07-20,126.23,cancelado
499,500,100,5,2024-07-27,290.24,devuelto
500,501,101,1,2024-08-03,291.66,completado
501,502,102,2,2024-08-10,496.42,completado
502,503,103,3,2024-08-17,154.66,completado
503,504,104,4,2024-08-24,489.19,completado
504,505,105,5,2024-08-31,332.53,completado
505,506,106,1,2024-09-07,144.5,completado
506,507,107,2,2024-09-14,287.31,completado
507,508,108,3,2024-09-21,346.04,cancelado
508,509,109,4,2024-09-28,374.89,cancelado
509,510,110,5,2024-10-05,34.03,devuelto
510,511,111,1,2024-10-12,307.14,completado
511,512,112,2,2024-10-19,253.4,completado
512,513,113,3,2024-10-26,453.04,completado
513,514,114,4,2024-11-02,150.24,completado
514,515,115,5,2024-11-09,401.44,completado
515,516,116,1,2024-11-16,307.46,completado
516,517,117,2,2024-11-23,182.64,completado
517,518,118,3,2024-11-30,321.94,cancelado
518,519,119,4,2024-12-07,314.24,cancelado
519,520,120,5,2024-12-14,342.1,devuelto
520,521,121,1,2024-12-21,363.25,completado
521,522,122,2,2024-12-28,333.0,completado
522,523,123,3,2023-01-05,420.79,completado
523,524,124,4,2023-01-12,317.84,completado
524,525,125,5,2023-01-19,452.67,completado
525,526,126,1,2023-01-26,326.71,completado
526,527,127,2,2023-02-02,161.38,completado
527,528,128,3,2023-02-09,226.0,cancelado
528,529,129,4,2023-02-16,293.99,cancelado
529,530,130,5,2023-02-23,368.86,devuelto
530,531,131,1,2023-03-02,54.17,completado
531,532,132,2,2023-03-09,154.6,completado
532,533,133,3,2023-03-16,376.27,completado
533,534,134,4,2023-03-23,96.06,completado
534,535,135,5,2023-03-30,74.76,completado
535,536,136,1,2023-04-06,274.31,completado
536,537,137,2,2023-04-13,486.03,completado
537,538,138,3,2023-04-20,270.12,cancelado
538,539,139,4,2023-04-27,457.61,cancelado
539,540,140,5,2023-05-04,416.93,devuelto
540,541,141,1,2023-05-11,135.92,completado
541,542,142,2,2023-05-18,414.1,completado
542,543,143,3,2023-05-25,246.11,completado
543,544,144,4,2023-06-01,405.18,completado
544,545,145,5,2023-06-08,375.81,completado
545,546,146,1,2023-06-15,175.97,completado
546,547,147,2,2023-06-22,66.43,completado
547,548,148,3,2023-06-29,481.82,cancelado
548,549,149,4,2023-07-06,78.97,cancelado
549,550,150,5,2023-07-13,483.59,devuelto
550,551,151,1,2023-07-20,431.47,completado
551,552,152,2,2023-07-27,364.87,completado
552,553,153,3,2023-08-03,490.17,completado
553,554,154,4,2023-08-10,483.96,completado
554,555,155,5,2023-08-17,404.25,completado
555,556,156,1,2023-08-24,189.23,completado
556,557,157,2,2023-08-31,397.43,completado
557,558,158,3,2023-09-07,16.82,cancelado
558,559,159,4,2023-09-14,272.92,cancelado
559,560,160,5,2023-09-21,232.85,devuelto
560,561,161,1,2023-09-28,339.69,completado
561,562,162,2,2023-10-05,339.45,completado
562,563,163,3,2023-10-12,296.43,completado
563,564,164,4,2023-10-19,412.98,completado
564,565,165,5,2023-10-26,470.74,completado
565,566,166,1,2023-11-02,63.09,completado
566,567,167,2,2023-11-09,124.57,completado
567,568,168,3,2023-11-16,22.26,cancelado
568,569,169,4,2023-11-23,443.28,cancelado
569,570,170,5,2023-11-30,285.09,devuelto
570,571,171,1,2023-12-07,458.48,completado
571,572,172,2,2023-12-14,118.47,completado
572,573,173,3,2023-12-21,40.98,completado
573,574,174,4,2023-12-28,413.69,completado
574,575,175,5,2024-01-04,455.6,completado
575,576,176,1,2024-01-11,158.07,completado
576,577,177,2,2024-01-18,210.06,completado
577,578,178,3,2024-01-25,78.49,cancelado
578,579,179,4,2024-02-01,473.67,cancelado
579,580,180,5,2024-02-08,159.14,devuelto
580,581,181,1,2024-02-15,251.39,completado
581,582,182,2,2024-02-22,57.62,completado
582,583,183,3,2024-02-29,444.76,completado
583,584,184,4,2024-03-07,76.48,completado
584,585,185,5,2024-03-14,232.29,completado
585,586,186,1,2024-03-21,338.54,completado
586,587,187,2,2024-03-28,374.14,completado
587,588,188,3,2024-04-04,473.53,cancelado
588,589,189,4,2024-04-11,215.37,cancelado
589,590,190,5,2024-04-18,373.71,devuelto
590,591,191,1,2024-04-25,85.72,completado
591,592,192,2,2024-05-02,213.29,completado
592,593,193,3,2024-05-09,58.52,completado
593,594,194,4,2024-05-16,249.78,completado
594,595,195,5,2024-05-23,209.98,completado
595,596,196,1,2024-05-30,476.25,completado
596,597,197,2,2024-06-06,26.03,completado
597,598,198,3,2024-06-13,191.56,cancelado
598,599,199,4,2024-06-20,227.26,cancelado
599,600,200,5,2024-06-27,475.77,devuelto
600,601,1,1,2024-07-04,429.17,completado
601,602,2,2,2024-07-11,58.68,completado
602,603,3,3,2024-07-18,345.98,completado
603,604,4,4,2024-07-25,276.79,completado
604,605,5,5,2024-08-01,489.14,completado
605,606,6,1,2024-08-08,185.75,completado
606,607,7,2,2024-08-15,205.09,completado
607,608,8,3,2024-08-22,103.01,cancelado
608,609,9,4,2024-08-29,69.86,cancelado
609,610,10,5,2024-09-05,425.54,devuelto
610,611,11,1,2024-09-12,232.81,completado
611,612,12,2,2024-09-19,334.76,completado
612,613,13,3,2024-09-26,324.44,completado
613,614,14,4,2024-10-03,302.6,completado
614,615,15,5,2024-10-10,20.47,completado
615,616,16,1,2024-10-17,395.53,completado
616,617,17,2,2024-10-24,129.35,completado
617,618,18,3,2024-10-31,71.7,cancelado
